Order #,PO #,Order Method,Order Placed By,Date/Time Placed,Ordering Store,Ship To Name,Ship To Address,Customer PO #,Order Status,Updated,Estimated Ship Date,Delivery From,Ship By,Type,Shipping Account,Same Day Ship,Freight Fee Type,Line Count,SKU,UPC,Model,Short Product Description,Qty Ordered,Qty Allocated,Qty Cancelled,Qty Filled,Suggested Retail,Your Retail,Cost,Ext Cost,Future Reserve,Promo/Bulletin,POG Number,Item Status
22945371,LNS26,Manual,,3/23/2026 12:15,3441,Superior Hardware LLC,"400 South First Street, Bangor, PA, US, 18013",,Hold,3/23/2026 12:17,6/18/2026,"Montgomery, NY",,Weekly Truck,, - ,,111,224902,00029069313067,BK-40/6,Hy-Ko 4 In. Satin Black Number 6,5,0,0,0,4.49,4.49,1.711,8.555, - ,4972,20-451,145
22945371,LNS26,Manual,,3/23/2026 12:15,3441,Superior Hardware LLC,"400 South First Street, Bangor, PA, US, 18013",,Hold,3/23/2026 12:17,6/18/2026,"Montgomery, NY",,Weekly Truck,, - ,,111,220576,00029069001506,LFS-1,"Hy-Ko  Corrugated Plastic Sign, For Sale By Owner",5,0,0,0,11.99,11.99,4.761,23.805, - ,4972,20-451,145
22945371,LNS26,Manual,,3/23/2026 12:15,3441,Superior Hardware LLC,"400 South First Street, Bangor, PA, US, 18013",,Hold,3/23/2026 12:17,6/18/2026,"Montgomery, NY",,Weekly Truck,, - ,,111,222174,00029069313012,BK-40/1,Hy-Ko 4 In. Satin Black Number 1,5,0,0,0,4.49,4.49,1.711,8.555, - ,4972,20-451,145
22945371,LNS26,Manual,,3/23/2026 12:15,3441,Superior Hardware LLC,"400 South First Street, Bangor, PA, US, 18013",,Hold,3/23/2026 12:17,6/18/2026,"Montgomery, NY",,Weekly Truck,, - ,,111,204900,00084100004724,RV-50V,"Hy-Ko Vinyl 3 In. Reflective Adhesive Letter, V",10,0,0,0,1.49,1.49,0.454,4.54, - ,4972,20-451,145
22945371,LNS26,Manual,,3/23/2026 12:15,3441,Superior Hardware LLC,"400 South First Street, Bangor, PA, US, 18013",,Hold,3/23/2026 12:17,6/18/2026,"Montgomery, NY",,Weekly Truck,, - ,,111,227624,00029069313081,BK-40/8,Hy-Ko 4 In. Satin Black Number 8,5,0,0,0,4.49,4.49,1.711,8.555, - ,4972,20-451,145
22945371,LNS26,Manual,,3/23/2026 12:15,3441,Superior Hardware LLC,"400 South First Street, Bangor, PA, US, 18013",,Hold,3/23/2026 12:17,6/18/2026,"Montgomery, NY",,Weekly Truck,, - ,,111,205539,00029069030063,3006,"Hy-Ko 9x12 Plastic Sign, For Sale",10,0,0,0,1.99,1.99,0.502,5.02, - ,4972,20-451,145
22945371,LNS26,Manual,,3/23/2026 12:15,3441,Superior Hardware LLC,"400 South First Street, Bangor, PA, US, 18013",,Hold,3/23/2026 12:17,6/18/2026,"Montgomery, NY",,Weekly Truck,, - ,,111,204838,00084100004663,RV-50P,"Hy-Ko Vinyl 3 In. Reflective Adhesive Letter, P",10,0,0,0,1.49,1.49,0.454,4.54, - ,4972,20-451,145
22945371,LNS26,Manual,,3/23/2026 12:15,3441,Superior Hardware LLC,"400 South First Street, Bangor, PA, US, 18013",,Hold,3/23/2026 12:17,6/18/2026,"Montgomery, NY",,Weekly Truck,, - ,,111,227793,00029069001001,SP-100,"Hy-Ko 15x19 Heavy Gauge Plastic Sign, For Sale",5,0,0,0,4.99,4.99,1.674,8.37, - ,4972,20-451,145
22945371,LNS26,Manual,,3/23/2026 12:15,3441,Superior Hardware LLC,"400 South First Street, Bangor, PA, US, 18013",,Hold,3/23/2026 12:17,6/18/2026,"Montgomery, NY",,Weekly Truck,, - ,,111,205490,00029069004651,PLQ-001,Hy-Ko No Soliciting House Plaque,3,0,0,0,3.29,3.29,1.18,3.54, - ,4972,20-451,145
22945371,LNS26,Manual,,3/23/2026 12:15,3441,Superior Hardware LLC,"400 South First Street, Bangor, PA, US, 18013",,Hold,3/23/2026 12:17,6/18/2026,"Montgomery, NY",,Weekly Truck,, - ,,111,204757,00084100004625,RV-50K,"Hy-Ko Vinyl 3 In. Reflective Adhesive Letter, K",10,0,0,0,1.49,1.49,0.454,4.54, - ,4972,20-451,145
22945371,LNS26,Manual,,3/23/2026 12:15,3441,Superior Hardware LLC,"400 South First Street, Bangor, PA, US, 18013",,Hold,3/23/2026 12:17,6/18/2026,"Montgomery, NY",,Weekly Truck,, - ,,111,230034,00029069313098,BK-40/9,Hy-Ko 4 In. Satin Black Number 9,5,0,0,0,4.49,4.49,1.711,8.555, - ,4972,20-451,145
22945371,LNS26,Manual,,3/23/2026 12:15,3441,Superior Hardware LLC,"400 South First Street, Bangor, PA, US, 18013",,Hold,3/23/2026 12:17,6/18/2026,"Montgomery, NY",,Weekly Truck,, - ,,111,205664,00029069030148,3014,"Hy-Ko 9 x 12 Black/Orange Plastic Sign, No Trespassing",10,0,0,0,1.99,1.99,0.502,5.02, - ,4972,20-451,145
22945371,LNS26,Manual,,3/23/2026 12:15,3441,Superior Hardware LLC,"400 South First Street, Bangor, PA, US, 18013",,Hold,3/23/2026 12:17,6/18/2026,"Montgomery, NY",,Weekly Truck,, - ,,111,213433,00029069309602,30650-5,Hy-Ko 4 In. Reflective Plastic Number 0 ,5,0,0,0,2.49,2.49,0.963,4.815, - ,4972,20-451,145
22945371,LNS26,Manual,,3/23/2026 12:15,3441,Superior Hardware LLC,"400 South First Street, Bangor, PA, US, 18013",,Hold,3/23/2026 12:17,6/18/2026,"Montgomery, NY",,Weekly Truck,, - ,,111,241768,00029069200565,HW-45,"Hy-Ko Heavy-Duty Aluminum Sign, Private Property No Trespassing",2,0,0,0,19.99,19.99,9.863,19.726, - ,4972,20-451,145
22945371,LNS26,Manual,,3/23/2026 12:15,3441,Superior Hardware LLC,"400 South First Street, Bangor, PA, US, 18013",,Hold,3/23/2026 12:17,6/18/2026,"Montgomery, NY",,Weekly Truck,, - ,,111,223838,00084100006049,RV-50/O,Hy-Ko 3 In. Reflective Letter O,10,0,0,0,1.49,1.49,0.42,4.2, - ,4972,20-451,145
22945371,LNS26,Manual,,3/23/2026 12:15,3441,Superior Hardware LLC,"400 South First Street, Bangor, PA, US, 18013",,Hold,3/23/2026 12:17,6/18/2026,"Montgomery, NY",,Weekly Truck,, - ,,111,204633,00084100004519,RV-50A,"Hy-Ko Vinyl 3 In. Reflective Adhesive Letter, A",10,0,0,0,1.49,1.49,0.454,4.54, - ,4972,20-451,145
22945371,LNS26,Manual,,3/23/2026 12:15,3441,Superior Hardware LLC,"400 South First Street, Bangor, PA, US, 18013",,Hold,3/23/2026 12:17,6/18/2026,"Montgomery, NY",,Weekly Truck,, - ,,111,204889,00084100004700,RV-50T,"Hy-Ko Vinyl 3 In. Reflective Adhesive Letter, T",10,0,0,0,1.49,1.49,0.454,4.54, - ,4972,20-451,145
22945371,LNS26,Manual,,3/23/2026 12:15,3441,Superior Hardware LLC,"400 South First Street, Bangor, PA, US, 18013",,Hold,3/23/2026 12:17,6/18/2026,"Montgomery, NY",,Weekly Truck,, - ,,111,204854,00084100004687,RV-50R,"Hy-Ko Vinyl 3 In. Reflective Adhesive Letter, R",10,0,0,0,1.49,1.49,0.454,4.54, - ,4972,20-451,145
22945371,LNS26,Manual,,3/23/2026 12:15,3441,Superior Hardware LLC,"400 South First Street, Bangor, PA, US, 18013",,Hold,3/23/2026 12:17,6/18/2026,"Montgomery, NY",,Weekly Truck,, - ,,111,204536,00084100004427,RV-50-1,Hy-Ko Vinyl 3 In. Reflective Adhesive Number One,10,0,0,0,1.79,1.79,0.464,4.64, - ,4972,20-451,145
22945371,LNS26,Manual,,3/23/2026 12:15,3441,Superior Hardware LLC,"400 South First Street, Bangor, PA, US, 18013",,Hold,3/23/2026 12:17,6/18/2026,"Montgomery, NY",,Weekly Truck,, - ,,111,200035,00029069031015,YP-1,"Hy-Ko Heavy Gauge Plastic Sign, Posted Private Property",20,0,0,0,2.49,2.49,0.701,14.02, - ,4972,20-451,145
22945371,LNS26,Manual,,3/23/2026 12:15,3441,Superior Hardware LLC,"400 South First Street, Bangor, PA, US, 18013",,Hold,3/23/2026 12:17,6/18/2026,"Montgomery, NY",,Weekly Truck,, - ,,111,248800,00029069106843,ST-2,"Hy-Ko 2 In. Letter, Number & Symbol Stencil Set",6,0,0,0,4.99,4.99,1.485,8.91, - ,4972,20-451,145
22945371,LNS26,Manual,,3/23/2026 12:15,3441,Superior Hardware LLC,"400 South First Street, Bangor, PA, US, 18013",,Hold,3/23/2026 12:17,6/18/2026,"Montgomery, NY",,Weekly Truck,, - ,,111,204846,00084100004670,RV-50Q,"Hy-Ko Vinyl 3 In. Reflective Adhesive Letter, Q",10,0,0,0,1.49,1.49,0.454,4.54, - ,4972,20-451,145
22945371,LNS26,Manual,,3/23/2026 12:15,3441,Superior Hardware LLC,"400 South First Street, Bangor, PA, US, 18013",,Hold,3/23/2026 12:17,6/18/2026,"Montgomery, NY",,Weekly Truck,, - ,,111,216171,00029069309664,30656-5,Hy-Ko 4 In. Reflective Plastic Number 6,5,0,0,0,2.49,2.49,0.963,4.815, - ,4972,20-451,145
22945371,LNS26,Manual,,3/23/2026 12:15,3441,Superior Hardware LLC,"400 South First Street, Bangor, PA, US, 18013",,Hold,3/23/2026 12:17,6/18/2026,"Montgomery, NY",,Weekly Truck,, - ,,111,204897,00084100004717,RV-50U,"Hy-Ko Vinyl 3 In. Reflective Adhesive Letter, U",10,0,0,0,1.49,1.49,0.454,4.54, - ,4972,20-451,145
22945371,LNS26,Manual,,3/23/2026 12:15,3441,Superior Hardware LLC,"400 South First Street, Bangor, PA, US, 18013",,Hold,3/23/2026 12:17,6/18/2026,"Montgomery, NY",,Weekly Truck,, - ,,111,215972,00029069309657,30655-5,Hy-Ko 4 In. Reflective Plastic Number 5 ,5,0,0,0,2.49,2.49,0.963,4.815, - ,4972,20-451,145
22945371,LNS26,Manual,,3/23/2026 12:15,3441,Superior Hardware LLC,"400 South First Street, Bangor, PA, US, 18013",,Hold,3/23/2026 12:17,6/18/2026,"Montgomery, NY",,Weekly Truck,, - ,,111,246158,00029069001124,SP-112,"Hy-Ko 15x19 Heavy Gauge Plastic Sign, For Sale",5,0,0,0,4.99,4.99,1.674,8.37, - ,4972,20-451,145
22945371,LNS26,Manual,,3/23/2026 12:15,3441,Superior Hardware LLC,"400 South First Street, Bangor, PA, US, 18013",,Hold,3/23/2026 12:17,6/18/2026,"Montgomery, NY",,Weekly Truck,, - ,,111,241830,00029069230043,23004,"Hy-Ko Plastic Sign, Posted No Trespassing Keep Out",5,0,0,0,7.49,7.49,2.434,12.17, - ,4972,20-451,145
22945371,LNS26,Manual,,3/23/2026 12:15,3441,Superior Hardware LLC,"400 South First Street, Bangor, PA, US, 18013",,Hold,3/23/2026 12:17,6/18/2026,"Montgomery, NY",,Weekly Truck,, - ,,111,226941,00029069313074,BK-40/7,Hy-Ko 4 In. Satin Black Number 7,5,0,0,0,4.49,4.49,1.711,8.555, - ,4972,20-451,145
22945371,LNS26,Manual,,3/23/2026 12:15,3441,Superior Hardware LLC,"400 South First Street, Bangor, PA, US, 18013",,Hold,3/23/2026 12:17,6/18/2026,"Montgomery, NY",,Weekly Truck,, - ,,111,203904,00029069020408,MM-4N26,Hy-Ko 3 In. Self-Adhesive Assortment Numbers,10,0,0,0,3.69,3.69,1.226,12.26, - ,4972,20-451,145
22945371,LNS26,Manual,,3/23/2026 12:15,3441,Superior Hardware LLC,"400 South First Street, Bangor, PA, US, 18013",,Hold,3/23/2026 12:17,6/18/2026,"Montgomery, NY",,Weekly Truck,, - ,,111,204595,00084100004472,RV-50-6,Hy-Ko Vinyl 3 In. Reflective Adhesive Number Six,10,0,0,0,1.79,1.79,0.478,4.78, - ,4972,20-451,145
22945371,LNS26,Manual,,3/23/2026 12:15,3441,Superior Hardware LLC,"400 South First Street, Bangor, PA, US, 18013",,Hold,3/23/2026 12:17,6/18/2026,"Montgomery, NY",,Weekly Truck,, - ,,111,224723,00029069107345,HW-13,"Hy-Ko Heavy-Duty Aluminum Sign, Handicap Parking Only",2,0,0,0,19.99,19.99,9.863,19.726, - ,4972,20-451,145
22945371,LNS26,Manual,,3/23/2026 12:15,3441,Superior Hardware LLC,"400 South First Street, Bangor, PA, US, 18013",,Hold,3/23/2026 12:17,6/18/2026,"Montgomery, NY",,Weekly Truck,, - ,,111,224685,00029069106270,HW-1,"Hy-Ko Heavy-Duty Aluminum Sign, No Parking Anytime",2,0,0,0,19.99,19.99,9.863,19.726, - ,4972,20-451,145
22945371,LNS26,Manual,,3/23/2026 12:15,3441,Superior Hardware LLC,"400 South First Street, Bangor, PA, US, 18013",,Hold,3/23/2026 12:17,6/18/2026,"Montgomery, NY",,Weekly Truck,, - ,,111,581798,00029069202347,TAPE-2,Hy-Ko 2 In. W. x 24 In. L. Red & Silver Stripe Reflective Safety Tape,5,0,0,0,5.29,5.29,2.11,10.55, - ,4972,20-451,145
22945371,LNS26,Manual,,3/23/2026 12:15,3441,Superior Hardware LLC,"400 South First Street, Bangor, PA, US, 18013",,Hold,3/23/2026 12:17,6/18/2026,"Montgomery, NY",,Weekly Truck,, - ,,111,581771,00029069202330,TAPE-1,Hy-Ko 2 In. W. x 24 In. L. Yellow & Black Stripe Reflective Safety Tape,5,0,0,0,5.29,5.29,2.11,10.55, - ,4972,20-451,145
22945371,LNS26,Manual,,3/23/2026 12:15,3441,Superior Hardware LLC,"400 South First Street, Bangor, PA, US, 18013",,Hold,3/23/2026 12:17,6/18/2026,"Montgomery, NY",,Weekly Truck,, - ,,111,205560,00029069108014,OCT-110,"Hy-Ko 12 x 12 Plastic Sign, No Trespassing/Private Property",5,0,0,0,5.49,5.49,2.029,10.145, - ,4972,20-451,145
22945371,LNS26,Manual,,3/23/2026 12:15,3441,Superior Hardware LLC,"400 South First Street, Bangor, PA, US, 18013",,Hold,3/23/2026 12:17,6/18/2026,"Montgomery, NY",,Weekly Truck,, - ,,111,229700,00029069001063,SP-106,"Hy-Ko 15x19 Heavy Gauge Plastic Sign, Private Property No Trespassing",5,0,0,0,4.99,4.99,1.674,8.37, - ,4972,20-451,145
22945371,LNS26,Manual,,3/23/2026 12:15,3441,Superior Hardware LLC,"400 South First Street, Bangor, PA, US, 18013",,Hold,3/23/2026 12:17,6/18/2026,"Montgomery, NY",,Weekly Truck,, - ,,111,201105,00029069020309,MM3N,"Hy-Ko 2 In. Polyester Adhesive Number Set, 36 Numbers",10,0,0,0,3.99,3.99,1.261,12.61, - ,4972,20-451,145
22945371,LNS26,Manual,,3/23/2026 12:15,3441,Superior Hardware LLC,"400 South First Street, Bangor, PA, US, 18013",,Hold,3/23/2026 12:17,6/18/2026,"Montgomery, NY",,Weekly Truck,, - ,,111,204617,00084100004496,RV-50-8,Hy-Ko Vinyl 3 In. Reflective Adhesive Number Eight,10,0,0,0,1.79,1.79,0.478,4.78, - ,4972,20-451,145
22945371,LNS26,Manual,,3/23/2026 12:15,3441,Superior Hardware LLC,"400 South First Street, Bangor, PA, US, 18013",,Hold,3/23/2026 12:17,6/18/2026,"Montgomery, NY",,Weekly Truck,, - ,,111,204730,00084100004601,RV-50I,"Hy-Ko Vinyl 3 In. Reflective Adhesive Letter, I",10,0,0,0,1.49,1.49,0.454,4.54, - ,4972,20-451,145
22945371,LNS26,Manual,,3/23/2026 12:15,3441,Superior Hardware LLC,"400 South First Street, Bangor, PA, US, 18013",,Hold,3/23/2026 12:17,6/18/2026,"Montgomery, NY",,Weekly Truck,, - ,,111,230440,00029069009014,SS-5,"Hy-Ko Aluminum Sign, No Trespassing Hunting or Fishing",12,0,0,0,2.99,2.99,1.167,14.004, - ,4972,20-451,145
22945371,LNS26,Manual,,3/23/2026 12:15,3441,Superior Hardware LLC,"400 South First Street, Bangor, PA, US, 18013",,Hold,3/23/2026 12:17,6/18/2026,"Montgomery, NY",,Weekly Truck,, - ,,111,234560,00029069205799,20579,Hy-Ko Plastic Farm Use Sign,5,0,0,0,5.99,5.99,2.059,10.295, - ,4972,20-451,145
